Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
brother,2022-12-04 23:19:03,00:00:07,Autoplayed: user action: None; ,Season 1 Supporting Character Clip 2: Wednesday,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,US (United States)
brother,2022-12-04 23:18:49,00:00:09,Autoplayed: user action: None; ,HOWITENDS_CLIP_INCITINGINCIDENT,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,Not latest view,US (United States)
brother,2022-12-02 00:06:46,00:55:14,Autoplayed: user action: User_Interaction; ,Wednesday: Season 1: Wednesday's Child Is Full of Woe (Episode 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:55:14,Not latest view,US (United States)
brother,2022-12-02 00:06:36,00:00:02,,Wednesday: Season 1: Wednesday's Child Is Full of Woe (Episode 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:02,Not latest view,US (United States)
brother,2022-12-02 00:06:22,00:00:08,Autoplayed: user action: None; ,Main Character Intro Clip: The Noel Diary,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,US (United States)
brother,2022-11-20 05:08:28,00:00:05,Autoplayed: user action: User_Interaction; ,Untold: Operation Flagrant Foul,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
brother,2022-11-20 05:06:59,00:00:09,Autoplayed: user action: None; ,"Limited Series Trailer: Pepsi, Where's My Jet?",TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,Not latest view,US (United States)
brother,2022-11-20 05:06:50,00:00:04,Autoplayed: user action: None; ,London Has Fallen_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,Not latest view,US (United States)
brother,2022-11-20 03:30:05,01:36:04,Autoplayed: user action: User_Interaction; ,Christmas with You,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:24:56,01:24:56,US (United States)
brother,2022-11-20 03:27:37,00:02:20,,Trailer: Christmas with You,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:02:20,00:02:20,US (United States)
brother,2022-11-20 03:26:50,00:00:42,Autoplayed: user action: None; ,Act 2 Conflict Clip: Slumberland,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:42,00:00:42,US (United States)
brother,2022-11-20 03:26:33,00:00:14,Autoplayed: user action: None; ,Where the Crawdads Sing_hook_04_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:14,00:00:14,US (United States)
brother,2022-11-19 23:21:32,00:01:31,Autoplayed: user action: None; ,The Gentlemen_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:31,00:01:31,US (United States)
brother,2022-11-19 23:19:59,00:01:29,Autoplayed: user action: None; ,"Limited Series Cliffhanger Clip: FIFA Uncovered: Football, Money, Power",HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:29,00:01:29,US (United States)
brother,2022-11-19 23:10:51,00:08:56,Autoplayed: user action: User_Interaction; ,FIFA Uncovered: Limited Series: Episode 4,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:09:02,Not latest view,US (United States)
brother,2022-11-19 22:16:43,00:53:54,Autoplayed: user action: User_Interaction; ,FIFA Uncovered: Limited Series: Episode 3,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:53:54,00:53:54,US (United States)
brother,2022-11-19 22:16:34,00:00:04,Autoplayed: user action: None; ,FIFA Uncovered: Limited Series: Episode 3,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:10,Not latest view,US (United States)
brother,2022-11-19 22:12:29,00:04:02,,FIFA Uncovered: Limited Series: Episode 2,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:50:08,00:50:08,US (United States)
brother,2022-11-18 19:56:29,00:46:02,,FIFA Uncovered: Limited Series: Episode 2,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:46:07,Not latest view,US (United States)
brother,2022-11-18 19:30:33,00:25:53,Autoplayed: user action: User_Interaction; ,FIFA Uncovered: Limited Series: Episode 1,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:55:02,00:55:02,US (United States)
brother,2022-11-18 15:32:12,00:43:22,Autoplayed: user action: User_Interaction; ,Mile 22,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:26:53,01:26:53,US (United States)
brother,2022-11-18 03:46:56,00:46:17,,Mile 22,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:43:40,Not latest view,US (United States)
brother,2022-11-18 03:46:40,00:00:10,Autoplayed: user action: None; ,Captain Phillips_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:10,Not latest view,US (United States)
brother,2022-11-18 03:46:12,00:00:23,Autoplayed: user action: None; ,Mile 22_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:23,Not latest view,US (United States)
brother,2022-11-18 03:45:39,00:00:08,Autoplayed: user action: None; ,Hard Kill_hook_03_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,US (United States)
brother,2022-11-18 03:45:03,00:00:14,Autoplayed: user action: None; ,The Call_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:14,00:00:14,US (United States)
brother,2022-11-18 03:44:14,00:00:16,Autoplayed: user action: None; ,The Vault - Upper Bound Clip 3,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:16,00:00:16,US (United States)
brother,2022-11-18 03:42:49,00:00:54,Autoplayed: user action: None; ,"Pablo Escobar, el patrón del mal: Season 1_hook_primary_16x9",HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:54,00:00:54,US (United States)
brother,2022-11-18 03:42:13,00:00:05,Autoplayed: user action: None; ,DRIVE_CLIP_MAINCHARACTER,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
brother,2022-11-18 03:41:46,00:00:23,Autoplayed: user action: None; ,Bullet Head_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:23,Not latest view,US (United States)
brother,2022-11-18 03:41:30,00:00:08,Autoplayed: user action: None; ,Coin Heist (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,Not latest view,US (United States)
brother,2022-11-18 03:41:23,00:00:04,Autoplayed: user action: None; ,Point Break_hook_05_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
brother,2022-11-18 03:41:11,00:00:08,Autoplayed: user action: None; ,Half Past Dead_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,US (United States)
brother,2022-11-18 03:40:55,00:00:05,Autoplayed: user action: None; ,The 2nd_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
brother,2022-11-18 03:39:57,00:00:05,Autoplayed: user action: None; ,R.I.P.D. 2: Rise of the Damned_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
brother,2022-11-18 03:39:50,00:00:04,Autoplayed: user action: None; ,Where the Crawdads Sing_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
brother,2022-11-18 03:38:49,00:00:55,Autoplayed: user action: None; ,"Limited Series Cliffhanger Clip: FIFA Uncovered: Football, Money, Power",HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:55,Not latest view,US (United States)
brother,2022-11-18 03:38:20,00:00:06,Autoplayed: user action: None; ,Ocean's Twelve_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
brother,2022-11-18 03:37:53,00:00:24,Autoplayed: user action: None; ,Final Score_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:24,00:00:24,US (United States)
brother,2022-11-18 03:37:41,00:00:09,Autoplayed: user action: None; ,Men in Black II_hook_03_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,00:00:09,US (United States)
brother,2022-11-18 03:36:02,00:01:31,Autoplayed: user action: None; ,The Gentlemen_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:31,Not latest view,US (United States)
brother,2022-11-18 03:35:45,00:00:12,Autoplayed: user action: None; ,The Spy Next Door_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:12,00:00:12,US (United States)
brother,2022-11-18 03:35:27,00:00:09,Autoplayed: user action: None; ,Pineapple Express_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,00:00:09,US (United States)
brother,2022-11-18 03:34:58,00:00:17,Autoplayed: user action: None; ,Contraband_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:17,Not latest view,US (United States)
brother,2022-11-17 04:06:09,00:30:43,Autoplayed: user action: User_Interaction; ,FIFA Uncovered: Limited Series: Episode 1,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:29:11,Not latest view,US (United States)
brother,2022-11-17 04:04:37,00:01:29,Autoplayed: user action: None; ,"Limited Series Cliffhanger Clip: FIFA Uncovered: Football, Money, Power",HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:29,Not latest view,US (United States)
brother,2022-11-17 04:04:26,00:00:04,Autoplayed: user action: None; ,The Bad Guys_hook_03_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
brother,2022-11-17 04:03:16,00:01:05,Autoplayed: user action: None; ,Captain Phillips_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:05,Not latest view,US (United States)
brother,2022-11-17 04:02:52,00:00:20,Autoplayed: user action: None; ,Mile 22_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:20,Not latest view,US (United States)
brother,2022-11-06 08:05:24,00:00:09,Autoplayed: user action: None; ,Manifest: Season 1_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,00:00:09,US (United States)
brother,2022-11-06 08:00:59,00:00:32,Autoplayed: user action: None; ,Trailer: Hustle,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:32,Not latest view,US (United States)
brother,2022-11-04 19:01:36,00:00:06,Autoplayed: user action: None; ,A Walk Among the Tombstones_hook_06_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,Not latest view,US (United States)
brother,2022-11-04 19:00:58,00:00:28,Autoplayed: user action: None; ,Informative Clip: The Anthrax Attacks,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:28,00:00:28,US (United States)
brother,2022-11-04 17:30:50,01:29:14,Autoplayed: user action: User_Interaction; ,Hancock,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:26:30,01:26:30,US (United States)
brother,2022-11-04 17:30:29,00:00:07,Autoplayed: user action: None; ,Point Break_hook_05_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,Not latest view,US (United States)
brother,2022-11-04 17:29:55,00:00:08,Autoplayed: user action: None; ,Trailer: The Bad Guys,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,Not latest view,US (United States)
brother,2022-11-04 17:29:14,00:00:05,Autoplayed: user action: None; ,Man on a Ledge_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
brother,2022-11-04 17:29:01,00:00:07,Autoplayed: user action: None; ,Oblivion_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,Not latest view,US (United States)
brother,2022-11-04 17:28:44,00:00:07,Autoplayed: user action: None; ,Plot Clip: The Takeover,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,US (United States)
brother,2022-11-04 17:28:26,00:00:06,Autoplayed: user action: None; ,Ocean's Twelve_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,Not latest view,US (United States)
brother,2022-11-04 17:28:11,00:00:12,Autoplayed: user action: None; ,Season 6 Teaser 1: Peaky Blinders,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:12,00:00:12,US (United States)
brother,2022-11-04 17:26:54,00:01:08,Autoplayed: user action: None; ,I Survived a Crime: Season 1_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:08,00:01:08,US (United States)
brother,2022-11-04 17:26:45,00:00:05,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: Earthstorm,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
brother,2022-11-04 02:42:24,00:00:47,,Man on a Ledge_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:47,Not latest view,US (United States)
brother,2022-11-04 02:41:37,00:00:45,,Ocean's Twelve_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:45,Not latest view,US (United States)
brother,2022-11-04 02:38:24,00:03:09,,Season 1 Trailer: The Watcher,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:03:09,00:03:09,US (United States)
brother,2022-11-04 00:46:10,01:49:21,,Red Notice,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:49:21,01:49:21,US (United States)
brother,2022-11-04 00:45:56,00:00:11,Autoplayed: user action: None; ,Genre Specific Moment Clip: Red Notice,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:11,Not latest view,US (United States)
brother,2022-11-04 00:45:22,00:00:04,Autoplayed: user action: None; ,Riot_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
brother,2022-11-04 00:45:11,00:00:05,Autoplayed: user action: None; ,Season 1 Villain / Antagonist Clip: The Watcher,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
brother,2022-11-04 00:45:03,00:00:05,Autoplayed: user action: None; ,Season 1 Plot Clip: Inside Man,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
brother,2022-11-04 00:44:47,00:00:04,Autoplayed: user action: None; ,Trailer: The Bad Guys,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
brother,2022-11-04 00:44:26,00:00:07,Autoplayed: user action: None; ,Top Gear (U.K.): Season 27_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,US (United States)
brother,2022-11-02 01:57:54,00:40:36,,Uncharted,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:50:01,01:50:01,US (United States)
brother,2022-11-02 01:57:47,00:00:04,Autoplayed: user action: None; ,Uncharted_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,Not latest view,US (United States)
brother,2022-11-01 23:59:41,01:10:03,,Uncharted,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:10:04,Not latest view,US (United States)
brother,2022-11-01 23:59:28,00:00:10,Autoplayed: user action: None; ,Uncharted_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:10,Not latest view,US (United States)
brother,2022-11-01 23:59:18,00:00:06,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: Earthstorm,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,Not latest view,US (United States)
brother,2022-10-28 16:10:57,01:30:44,,Ocean's Eleven,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:30:19,01:30:19,US (United States)
brother,2022-10-28 16:10:21,00:00:32,Autoplayed: user action: None; ,Ocean's Eleven_primary_hook_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:32,Not latest view,US (United States)
brother,2022-10-28 16:09:38,00:00:06,Autoplayed: user action: None; ,Riot_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,Not latest view,US (United States)
brother,2022-10-28 16:09:05,00:00:05,Autoplayed: user action: None; ,Shooter: Shooter: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
brother,2022-10-28 16:08:53,00:00:09,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: Captains,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,Not latest view,US (United States)
brother,2022-10-28 16:02:37,00:01:02,Autoplayed: user action: None; ,Season 4 Teaser : Formula 1: Drive to Survive,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:02,Not latest view,US (United States)
brother,2022-10-28 16:02:29,00:00:05,Autoplayed: user action: None; ,Inciting Incident Clip: All Quiet on the Western Front,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
brother,2022-10-28 13:37:13,01:42:33,,The Ice Road,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:42:58,01:42:58,US (United States)
brother,2022-10-28 13:35:52,00:01:18,Autoplayed: user action: None; ,The Ice Road_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:18,00:01:18,US (United States)
brother,2022-10-27 23:41:26,00:00:04,Autoplayed: user action: None; ,Teaser 2: The Good Nurse,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
brother,2022-10-27 23:35:59,00:00:54,Autoplayed: user action: None; ,Sensory Clip: Untold: Operation Flagrant Foul,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:54,Not latest view,US (United States)
brother,2022-10-27 23:35:45,00:00:04,Autoplayed: user action: None; ,Teaser 2: The Good Nurse,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,Not latest view,US (United States)
brother,2022-10-27 02:12:09,00:34:46,,The Vault,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:50:01,Not latest view,US (United States)
brother,2022-10-27 00:09:00,01:19:20,Autoplayed: user action: User_Interaction; ,The Vault,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:15:15,Not latest view,US (United States)
brother,2022-10-27 00:07:38,00:01:20,Autoplayed: user action: None; ,The Vault_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:20,00:01:20,US (United States)
brother,2022-10-27 00:07:19,00:00:06,Autoplayed: user action: None; ,Supporting Character Clip: The School for Good and Evil,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
brother,2022-10-27 00:03:21,00:00:04,Autoplayed: user action: None; ,Yes Man_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
brother,2022-10-27 00:03:03,00:00:06,Autoplayed: user action: None; ,Go Karts_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
brother,2022-10-27 00:01:08,00:01:52,Autoplayed: user action: None; ,Travis Scott: Look Mom I Can Fly (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:52,00:01:52,US (United States)
brother,2022-10-27 00:00:55,00:00:08,Autoplayed: user action: None; ,Main Character Clip 3: Lou,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,US (United States)
brother,2022-10-27 00:00:40,00:00:07,Autoplayed: user action: None; ,Flint Town: Season 1_hook_03_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,US (United States)
brother,2022-10-27 00:00:10,00:00:04,Autoplayed: user action: None; ,Wanted_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
brother,2022-10-26 23:59:48,00:00:05,Autoplayed: user action: None; ,A Walk Among the Tombstones_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
brother,2022-10-26 23:59:28,00:00:06,Autoplayed: user action: None; ,Trailer: Running with the Devil: The Wild World of John McAfee,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
brother,2022-10-26 23:58:01,00:00:14,Autoplayed: user action: None; ,Contraband_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:14,Not latest view,US (United States)
brother,2022-10-26 23:57:51,00:00:05,Autoplayed: user action: None; ,Season 2 Relatable Clip: Indian Matchmaking,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
brother,2022-10-26 23:54:37,00:03:06,,Season 1 Trailer: The Watcher,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:03:06,Not latest view,US (United States)
brother,2022-10-26 23:53:57,00:00:07,Autoplayed: user action: None; ,Season 1 Villain / Antagonist Clip: The Watcher,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,Not latest view,US (United States)
brother,2022-10-26 23:53:27,00:00:17,Autoplayed: user action: None; ,Season 1 Villain / Antagonist Clip: The Watcher,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:17,Not latest view,US (United States)
brother,2022-10-22 19:44:57,01:14:04,Autoplayed: user action: User_Interaction; ,Walking Tall,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:14:04,01:14:04,US (United States)
brother,2022-10-22 19:44:26,00:00:25,Autoplayed: user action: None; ,Season 1 Informative Clip: Human Playground,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:25,00:00:25,US (United States)
brother,2022-10-22 19:43:28,00:00:54,Autoplayed: user action: None; ,Walking Tall_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:54,00:00:54,US (United States)
brother,2022-10-22 19:36:14,00:07:06,,Friday,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:07:06,00:07:06,US (United States)
brother,2022-10-22 19:35:50,00:00:21,Autoplayed: user action: None; ,Friday_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:21,00:00:21,US (United States)
brother,2022-10-22 19:35:14,00:00:29,Autoplayed: user action: None; ,Volume 3 High Context Clip: Unsolved Mysteries,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:29,Not latest view,US (United States)
brother,2022-10-21 17:57:58,00:01:10,Autoplayed: user action: None; ,High Context Clip: 137 Shots,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:10,00:01:10,US (United States)
brother,2022-10-21 17:55:19,00:01:37,Autoplayed: user action: None; ,Any Given Sunday_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:37,00:01:37,US (United States)
brother,2022-10-21 17:54:16,00:00:48,Autoplayed: user action: None; ,Cliffhanger Clip: The Guilty,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:48,00:00:48,US (United States)
brother,2022-10-21 17:53:28,00:00:37,Autoplayed: user action: None; ,Character Intro Clip: Eat the Rich: The GameStop Saga,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:37,00:00:37,US (United States)
brother,2022-10-21 17:52:17,00:01:04,Autoplayed: user action: None; ,Facing Nolan_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:04,00:01:04,US (United States)
brother,2022-10-21 17:51:08,00:00:36,Autoplayed: user action: None; ,Season 1 Villain / Antagonist Clip 2: The Watcher,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:36,00:00:36,US (United States)
brother,2022-10-21 17:50:43,00:00:06,Autoplayed: user action: None; ,Cliffhanger Clip: The School for Good and Evil,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
brother,2022-10-18 21:14:46,00:00:04,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 2: Washington Insider Murder (Episode 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,Not latest view,US (United States)
brother,2022-10-18 20:29:36,00:45:07,,Unsolved Mysteries: Volume 3: Body in Bags (Episode 3),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:45:12,00:45:12,US (United States)
brother,2022-10-18 19:46:23,00:43:10,,Unsolved Mysteries: Volume 3: Something in the Sky (Episode 2),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:43:15,00:43:15,US (United States)
brother,2022-10-18 18:56:07,00:48:48,Autoplayed: user action: User_Interaction; ,Unsolved Mysteries: Volume 3: Mystery at Mile Marker 45 (Episode 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:49:03,00:49:03,US (United States)
brother,2022-10-18 18:50:31,00:05:02,Autoplayed: user action: User_Interaction; ,The Interview,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:05:02,Not latest view,US (United States)
brother,2022-10-18 18:50:19,00:00:05,Autoplayed: user action: None; ,Any Given Sunday_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
brother,2022-10-18 18:50:07,00:00:08,Autoplayed: user action: None; ,The Interview_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,Not latest view,US (United States)
brother,2022-10-18 18:49:51,00:00:07,Autoplayed: user action: None; ,Rush Hour 2_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,Not latest view,US (United States)
brother,2022-10-18 18:49:25,00:00:12,Autoplayed: user action: None; ,Season 1 Villain / Antagonist Clip: The Watcher,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:12,Not latest view,US (United States)
brother,2022-10-18 18:49:14,00:00:05,Autoplayed: user action: None; ,Trailer: Blackout,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
brother,2022-10-18 18:49:03,00:00:09,Autoplayed: user action: None; ,Trailer: The Curse of Bridge Hollow,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,00:00:09,US (United States)
brother,2022-10-18 18:48:54,00:00:07,Autoplayed: user action: None; ,Volume 3 Teaser 2: Unsolved Mysteries,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,US (United States)
brother,2022-10-16 02:55:28,00:00:06,Autoplayed: user action: None; ,The Millions_hook_04_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
brother,2022-10-16 02:55:11,00:00:05,Autoplayed: user action: None; ,Army of Thieves - Upper Bound Clip 10,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
brother,2022-10-16 02:54:34,00:00:14,Autoplayed: user action: None; ,Naked (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:14,Not latest view,US (United States)
brother,2022-10-16 02:54:16,00:00:11,Autoplayed: user action: None; ,21_Manualhook_2_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:11,00:00:11,US (United States)
brother,2022-10-16 02:53:18,00:00:12,Autoplayed: user action: None; ,The Interview_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:12,Not latest view,US (United States)
